Value,StationName,ParameterName,ReadingDate,Zone
4.0,Drayton_Valley,Wind Speed,2026-02-14T21:00:00-07:00,WCAS
3.5,Drayton_Valley,Wind Speed,2026-02-14T20:00:00-07:00,WCAS
0.021,Drayton_Valley,Nitrogen Dioxide,2026-02-14T20:00:00-07:00,WCAS
11.8,Drayton_Valley,Fine Particulate Matter,2026-02-14T20:00:00-07:00,WCAS
56.9,Drayton_Valley,Relative Humidity,2026-02-14T20:00:00-07:00,WCAS
-1.3,Drayton_Valley,Outdoor Temperature,2026-02-14T20:00:00-07:00,WCAS
0.021,Drayton_Valley,Total Oxides of Nitrogen,2026-02-14T20:00:00-07:00,WCAS
0.0,Drayton_Valley,Nitric Oxide,2026-02-14T20:00:00-07:00,WCAS
0.0,Drayton_Valley,Sulphur Dioxide,2026-02-14T20:00:00-07:00,WCAS
175.0,Drayton_Valley,Wind Direction,2026-02-14T20:00:00-07:00,WCAS
0.021,Drayton_Valley,Ozone,2026-02-14T20:00:00-07:00,WCAS
3.0,Drayton_Valley,,2026-02-14T20:00:00-07:00,WCAS
214.0,Drayton_Valley,Wind Direction,2026-02-14T19:00:00-07:00,WCAS
0.0,Drayton_Valley,Sulphur Dioxide,2026-02-14T19:00:00-07:00,WCAS
3.0,Drayton_Valley,,2026-02-14T19:00:00-07:00,WCAS
0.025,Drayton_Valley,Ozone,2026-02-14T19:00:00-07:00,WCAS
52.5,Drayton_Valley,Relative Humidity,2026-02-14T19:00:00-07:00,WCAS
14.8,Drayton_Valley,Fine Particulate Matter,2026-02-14T19:00:00-07:00,WCAS
0.017,Drayton_Valley,Nitrogen Dioxide,2026-02-14T19:00:00-07:00,WCAS
-0.2,Drayton_Valley,Outdoor Temperature,2026-02-14T19:00:00-07:00,WCAS
0.0,Drayton_Valley,Nitric Oxide,2026-02-14T19:00:00-07:00,WCAS
0.017,Drayton_Valley,Total Oxides of Nitrogen,2026-02-14T19:00:00-07:00,WCAS
3.0,Drayton_Valley,Wind Speed,2026-02-14T19:00:00-07:00,WCAS
0.9,Drayton_Valley,Outdoor Temperature,2026-02-14T18:00:00-07:00,WCAS
11.5,Drayton_Valley,Fine Particulate Matter,2026-02-14T18:00:00-07:00,WCAS
0.017,Drayton_Valley,Total Oxides of Nitrogen,2026-02-14T18:00:00-07:00,WCAS
51.3,Drayton_Valley,Relative Humidity,2026-02-14T18:00:00-07:00,WCAS
222.0,Drayton_Valley,Wind Direction,2026-02-14T18:00:00-07:00,WCAS
0.0,Drayton_Valley,Sulphur Dioxide,2026-02-14T18:00:00-07:00,WCAS
0.015,Drayton_Valley,Nitrogen Dioxide,2026-02-14T18:00:00-07:00,WCAS
0.002,Drayton_Valley,Nitric Oxide,2026-02-14T18:00:00-07:00,WCAS
3.3,Drayton_Valley,Wind Speed,2026-02-14T18:00:00-07:00,WCAS
3.0,Drayton_Valley,,2026-02-14T18:00:00-07:00,WCAS
0.028,Drayton_Valley,Ozone,2026-02-14T18:00:00-07:00,WCAS
0.0,Drayton_Valley,Sulphur Dioxide,2026-02-14T17:00:00-07:00,WCAS
189.0,Drayton_Valley,Wind Direction,2026-02-14T17:00:00-07:00,WCAS
2.1,Drayton_Valley,Outdoor Temperature,2026-02-14T17:00:00-07:00,WCAS
0.005,Drayton_Valley,Total Oxides of Nitrogen,2026-02-14T17:00:00-07:00,WCAS
7.1,Drayton_Valley,Fine Particulate Matter,2026-02-14T17:00:00-07:00,WCAS
0.04,Drayton_Valley,Ozone,2026-02-14T17:00:00-07:00,WCAS
0.004,Drayton_Valley,Nitrogen Dioxide,2026-02-14T17:00:00-07:00,WCAS
3.0,Drayton_Valley,,2026-02-14T17:00:00-07:00,WCAS
3.1,Drayton_Valley,Wind Speed,2026-02-14T17:00:00-07:00,WCAS
46.3,Drayton_Valley,Relative Humidity,2026-02-14T17:00:00-07:00,WCAS
0.001,Drayton_Valley,Nitric Oxide,2026-02-14T17:00:00-07:00,WCAS
0.0,Drayton_Valley,Sulphur Dioxide,2026-02-14T16:00:00-07:00,WCAS
0.001,Drayton_Valley,Nitric Oxide,2026-02-14T16:00:00-07:00,WCAS
3.0,Drayton_Valley,,2026-02-14T16:00:00-07:00,WCAS
0.004,Drayton_Valley,Nitrogen Dioxide,2026-02-14T16:00:00-07:00,WCAS
0.005,Drayton_Valley,Total Oxides of Nitrogen,2026-02-14T16:00:00-07:00,WCAS
0.04,Drayton_Valley,Ozone,2026-02-14T16:00:00-07:00,WCAS
5.2,Drayton_Valley,Fine Particulate Matter,2026-02-14T16:00:00-07:00,WCAS
42.9,Drayton_Valley,Relative Humidity,2026-02-14T16:00:00-07:00,WCAS
271.0,Drayton_Valley,Wind Direction,2026-02-14T16:00:00-07:00,WCAS
4.7,Drayton_Valley,Wind Speed,2026-02-14T16:00:00-07:00,WCAS
2.7,Drayton_Valley,Outdoor Temperature,2026-02-14T16:00:00-07:00,WCAS
0.001,Drayton_Valley,Nitric Oxide,2026-02-14T15:00:00-07:00,WCAS
285.0,Drayton_Valley,Wind Direction,2026-02-14T15:00:00-07:00,WCAS
0.0,Drayton_Valley,Sulphur Dioxide,2026-02-14T15:00:00-07:00,WCAS
2.0,Drayton_Valley,,2026-02-14T15:00:00-07:00,WCAS
2.6,Drayton_Valley,Outdoor Temperature,2026-02-14T15:00:00-07:00,WCAS
0.04,Drayton_Valley,Ozone,2026-02-14T15:00:00-07:00,WCAS
0.003,Drayton_Valley,Nitrogen Dioxide,2026-02-14T15:00:00-07:00,WCAS
3.9,Drayton_Valley,Wind Speed,2026-02-14T15:00:00-07:00,WCAS
44.1,Drayton_Valley,Relative Humidity,2026-02-14T15:00:00-07:00,WCAS
0.004,Drayton_Valley,Total Oxides of Nitrogen,2026-02-14T15:00:00-07:00,WCAS
3.9,Drayton_Valley,Fine Particulate Matter,2026-02-14T15:00:00-07:00,WCAS
3.0,Drayton_Valley,,2026-02-14T14:00:00-07:00,WCAS
2.2,Drayton_Valley,Outdoor Temperature,2026-02-14T14:00:00-07:00,WCAS
0.04,Drayton_Valley,Ozone,2026-02-14T14:00:00-07:00,WCAS
44.6,Drayton_Valley,Relative Humidity,2026-02-14T14:00:00-07:00,WCAS
333.0,Drayton_Valley,Wind Direction,2026-02-14T14:00:00-07:00,WCAS
0.0,Drayton_Valley,Sulphur Dioxide,2026-02-14T14:00:00-07:00,WCAS
3.7,Drayton_Valley,Fine Particulate Matter,2026-02-14T14:00:00-07:00,WCAS
0.001,Drayton_Valley,Nitric Oxide,2026-02-14T14:00:00-07:00,WCAS
8.4,Drayton_Valley,Wind Speed,2026-02-14T14:00:00-07:00,WCAS
0.002,Drayton_Valley,Nitrogen Dioxide,2026-02-14T14:00:00-07:00,WCAS
0.003,Drayton_Valley,Total Oxides of Nitrogen,2026-02-14T14:00:00-07:00,WCAS
2.0,Drayton_Valley,,2026-02-14T13:00:00-07:00,WCAS
0.0,Drayton_Valley,Sulphur Dioxide,2026-02-14T13:00:00-07:00,WCAS
0.004,Drayton_Valley,Nitrogen Dioxide,2026-02-14T13:00:00-07:00,WCAS
1.4,Drayton_Valley,Outdoor Temperature,2026-02-14T13:00:00-07:00,WCAS
3.6,Drayton_Valley,Fine Particulate Matter,2026-02-14T13:00:00-07:00,WCAS
9.6,Drayton_Valley,Wind Speed,2026-02-14T13:00:00-07:00,WCAS
0.002,Drayton_Valley,Nitric Oxide,2026-02-14T13:00:00-07:00,WCAS
0.006,Drayton_Valley,Total Oxides of Nitrogen,2026-02-14T13:00:00-07:00,WCAS
49.3,Drayton_Valley,Relative Humidity,2026-02-14T13:00:00-07:00,WCAS
0.039,Drayton_Valley,Ozone,2026-02-14T13:00:00-07:00,WCAS
315.0,Drayton_Valley,Wind Direction,2026-02-14T13:00:00-07:00,WCAS
68.0,Drayton_Valley,Relative Humidity,2026-02-14T12:00:00-07:00,WCAS
0.002,Drayton_Valley,Nitric Oxide,2026-02-14T12:00:00-07:00,WCAS
303.0,Drayton_Valley,Wind Direction,2026-02-14T12:00:00-07:00,WCAS
0.3,Drayton_Valley,Outdoor Temperature,2026-02-14T12:00:00-07:00,WCAS
0.038,Drayton_Valley,Ozone,2026-02-14T12:00:00-07:00,WCAS
0.005,Drayton_Valley,Nitrogen Dioxide,2026-02-14T12:00:00-07:00,WCAS
11.0,Drayton_Valley,Wind Speed,2026-02-14T12:00:00-07:00,WCAS
0.007,Drayton_Valley,Total Oxides of Nitrogen,2026-02-14T12:00:00-07:00,WCAS
0.0,Drayton_Valley,Sulphur Dioxide,2026-02-14T12:00:00-07:00,WCAS
2.8,Drayton_Valley,Fine Particulate Matter,2026-02-14T12:00:00-07:00,WCAS
2.0,Drayton_Valley,,2026-02-14T12:00:00-07:00,WCAS
326.0,Drayton_Valley,Wind Direction,2026-02-14T11:00:00-07:00,WCAS
0.002,Drayton_Valley,Nitrogen Dioxide,2026-02-14T11:00:00-07:00,WCAS
76.8,Drayton_Valley,Relative Humidity,2026-02-14T11:00:00-07:00,WCAS
2.1,Drayton_Valley,Fine Particulate Matter,2026-02-14T11:00:00-07:00,WCAS
12.7,Drayton_Valley,Wind Speed,2026-02-14T11:00:00-07:00,WCAS
0.001,Drayton_Valley,Nitric Oxide,2026-02-14T11:00:00-07:00,WCAS
2.0,Drayton_Valley,,2026-02-14T11:00:00-07:00,WCAS
0.0,Drayton_Valley,Sulphur Dioxide,2026-02-14T11:00:00-07:00,WCAS
0.04,Drayton_Valley,Ozone,2026-02-14T11:00:00-07:00,WCAS
-0.2,Drayton_Valley,Outdoor Temperature,2026-02-14T11:00:00-07:00,WCAS
0.004,Drayton_Valley,Total Oxides of Nitrogen,2026-02-14T11:00:00-07:00,WCAS
0.001,Drayton_Valley,Nitric Oxide,2026-02-14T10:00:00-07:00,WCAS
77.8,Drayton_Valley,Relative Humidity,2026-02-14T10:00:00-07:00,WCAS
12.3,Drayton_Valley,Wind Speed,2026-02-14T10:00:00-07:00,WCAS
-0.6,Drayton_Valley,Outdoor Temperature,2026-02-14T10:00:00-07:00,WCAS
0.003,Drayton_Valley,Total Oxides of Nitrogen,2026-02-14T10:00:00-07:00,WCAS
322.0,Drayton_Valley,Wind Direction,2026-02-14T10:00:00-07:00,WCAS
0.039,Drayton_Valley,Ozone,2026-02-14T10:00:00-07:00,WCAS
2.1,Drayton_Valley,Fine Particulate Matter,2026-02-14T10:00:00-07:00,WCAS
0.002,Drayton_Valley,Nitrogen Dioxide,2026-02-14T10:00:00-07:00,WCAS
0.0,Drayton_Valley,Sulphur Dioxide,2026-02-14T10:00:00-07:00,WCAS
2.0,Drayton_Valley,,2026-02-14T10:00:00-07:00,WCAS
2.0,Drayton_Valley,,2026-02-14T09:00:00-07:00,WCAS
3.4,Drayton_Valley,Fine Particulate Matter,2026-02-14T09:00:00-07:00,WCAS
0.006,Drayton_Valley,Total Oxides of Nitrogen,2026-02-14T09:00:00-07:00,WCAS
0.005,Drayton_Valley,Nitrogen Dioxide,2026-02-14T09:00:00-07:00,WCAS
76.7,Drayton_Valley,Relative Humidity,2026-02-14T09:00:00-07:00,WCAS
0.032,Drayton_Valley,Ozone,2026-02-14T09:00:00-07:00,WCAS
-2.2,Drayton_Valley,Outdoor Temperature,2026-02-14T09:00:00-07:00,WCAS
10.8,Drayton_Valley,Wind Speed,2026-02-14T09:00:00-07:00,WCAS
311.0,Drayton_Valley,Wind Direction,2026-02-14T09:00:00-07:00,WCAS
0.001,Drayton_Valley,Nitric Oxide,2026-02-14T09:00:00-07:00,WCAS
0.0,Drayton_Valley,Sulphur Dioxide,2026-02-14T09:00:00-07:00,WCAS
0.01,Drayton_Valley,Nitrogen Dioxide,2026-02-14T08:00:00-07:00,WCAS
0.012,Drayton_Valley,Total Oxides of Nitrogen,2026-02-14T08:00:00-07:00,WCAS
-2.1,Drayton_Valley,Outdoor Temperature,2026-02-14T08:00:00-07:00,WCAS
0.026,Drayton_Valley,Ozone,2026-02-14T08:00:00-07:00,WCAS
71.7,Drayton_Valley,Relative Humidity,2026-02-14T08:00:00-07:00,WCAS
9.0,Drayton_Valley,Wind Speed,2026-02-14T08:00:00-07:00,WCAS
0.002,Drayton_Valley,Nitric Oxide,2026-02-14T08:00:00-07:00,WCAS
4.9,Drayton_Valley,Fine Particulate Matter,2026-02-14T08:00:00-07:00,WCAS
2.0,Drayton_Valley,,2026-02-14T08:00:00-07:00,WCAS
310.0,Drayton_Valley,Wind Direction,2026-02-14T08:00:00-07:00,WCAS
0.0,Drayton_Valley,Sulphur Dioxide,2026-02-14T08:00:00-07:00,WCAS
0.019,Drayton_Valley,Total Oxides of Nitrogen,2026-02-14T07:00:00-07:00,WCAS
-2.2,Drayton_Valley,Outdoor Temperature,2026-02-14T07:00:00-07:00,WCAS
0.015,Drayton_Valley,Nitrogen Dioxide,2026-02-14T07:00:00-07:00,WCAS
0.003,Drayton_Valley,Nitric Oxide,2026-02-14T07:00:00-07:00,WCAS
3.8,Drayton_Valley,Wind Speed,2026-02-14T07:00:00-07:00,WCAS
72.1,Drayton_Valley,Relative Humidity,2026-02-14T07:00:00-07:00,WCAS
0.021,Drayton_Valley,Ozone,2026-02-14T07:00:00-07:00,WCAS
6.2,Drayton_Valley,Fine Particulate Matter,2026-02-14T07:00:00-07:00,WCAS
293.0,Drayton_Valley,Wind Direction,2026-02-14T07:00:00-07:00,WCAS
2.0,Drayton_Valley,,2026-02-14T07:00:00-07:00,WCAS
0.0,Drayton_Valley,Sulphur Dioxide,2026-02-14T07:00:00-07:00,WCAS
2.0,Drayton_Valley,,2026-02-14T06:00:00-07:00,WCAS
329.0,Drayton_Valley,Wind Direction,2026-02-14T06:00:00-07:00,WCAS
0.0,Drayton_Valley,Sulphur Dioxide,2026-02-14T06:00:00-07:00,WCAS
0.0,Drayton_Valley,Nitric Oxide,2026-02-14T06:00:00-07:00,WCAS
8.0,Drayton_Valley,Wind Speed,2026-02-14T06:00:00-07:00,WCAS
0.005,Drayton_Valley,Total Oxides of Nitrogen,2026-02-14T06:00:00-07:00,WCAS
0.005,Drayton_Valley,Nitrogen Dioxide,2026-02-14T06:00:00-07:00,WCAS
0.032,Drayton_Valley,Ozone,2026-02-14T06:00:00-07:00,WCAS
-1.6,Drayton_Valley,Outdoor Temperature,2026-02-14T06:00:00-07:00,WCAS
6.0,Drayton_Valley,Fine Particulate Matter,2026-02-14T06:00:00-07:00,WCAS
70.2,Drayton_Valley,Relative Humidity,2026-02-14T06:00:00-07:00,WCAS
320.0,Drayton_Valley,Wind Direction,2026-02-14T05:00:00-07:00,WCAS
3.0,Drayton_Valley,,2026-02-14T05:00:00-07:00,WCAS
0.0,Drayton_Valley,Sulphur Dioxide,2026-02-14T05:00:00-07:00,WCAS
0.031,Drayton_Valley,Ozone,2026-02-14T05:00:00-07:00,WCAS
-2.9,Drayton_Valley,Outdoor Temperature,2026-02-14T05:00:00-07:00,WCAS
70.5,Drayton_Valley,Relative Humidity,2026-02-14T05:00:00-07:00,WCAS
0.0,Drayton_Valley,Nitric Oxide,2026-02-14T05:00:00-07:00,WCAS
0.005,Drayton_Valley,Nitrogen Dioxide,2026-02-14T05:00:00-07:00,WCAS
4.9,Drayton_Valley,Fine Particulate Matter,2026-02-14T05:00:00-07:00,WCAS
6.5,Drayton_Valley,Wind Speed,2026-02-14T05:00:00-07:00,WCAS
0.005,Drayton_Valley,Total Oxides of Nitrogen,2026-02-14T05:00:00-07:00,WCAS
310.0,Drayton_Valley,Wind Direction,2026-02-14T04:00:00-07:00,WCAS
7.7,Drayton_Valley,Wind Speed,2026-02-14T04:00:00-07:00,WCAS
-3.6,Drayton_Valley,Outdoor Temperature,2026-02-14T04:00:00-07:00,WCAS
7.4,Drayton_Valley,Fine Particulate Matter,2026-02-14T04:00:00-07:00,WCAS
3.0,Drayton_Valley,,2026-02-14T04:00:00-07:00,WCAS
66.6,Drayton_Valley,Relative Humidity,2026-02-14T04:00:00-07:00,WCAS
,Drayton_Valley,Ozone,2026-02-14T04:00:00-07:00,WCAS
,Drayton_Valley,Nitrogen Dioxide,2026-02-14T04:00:00-07:00,WCAS
,Drayton_Valley,Nitric Oxide,2026-02-14T04:00:00-07:00,WCAS
,Drayton_Valley,Sulphur Dioxide,2026-02-14T04:00:00-07:00,WCAS
,Drayton_Valley,Total Oxides of Nitrogen,2026-02-14T04:00:00-07:00,WCAS
69.0,Drayton_Valley,Relative Humidity,2026-02-14T03:00:00-07:00,WCAS
9.4,Drayton_Valley,Fine Particulate Matter,2026-02-14T03:00:00-07:00,WCAS
0.014,Drayton_Valley,Total Oxides of Nitrogen,2026-02-14T03:00:00-07:00,WCAS
-3.9,Drayton_Valley,Outdoor Temperature,2026-02-14T03:00:00-07:00,WCAS
0.013,Drayton_Valley,Nitrogen Dioxide,2026-02-14T03:00:00-07:00,WCAS
0.026,Drayton_Valley,Ozone,2026-02-14T03:00:00-07:00,WCAS
4.3,Drayton_Valley,Wind Speed,2026-02-14T03:00:00-07:00,WCAS
0.0,Drayton_Valley,Nitric Oxide,2026-02-14T03:00:00-07:00,WCAS
0.0,Drayton_Valley,Sulphur Dioxide,2026-02-14T03:00:00-07:00,WCAS
3.0,Drayton_Valley,,2026-02-14T03:00:00-07:00,WCAS
308.0,Drayton_Valley,Wind Direction,2026-02-14T03:00:00-07:00,WCAS
0.0,Drayton_Valley,Sulphur Dioxide,2026-02-14T02:00:00-07:00,WCAS
0.001,Drayton_Valley,Nitric Oxide,2026-02-14T02:00:00-07:00,WCAS
307.0,Drayton_Valley,Wind Direction,2026-02-14T02:00:00-07:00,WCAS
0.02,Drayton_Valley,Ozone,2026-02-14T02:00:00-07:00,WCAS
3.0,Drayton_Valley,,2026-02-14T02:00:00-07:00,WCAS
1.9,Drayton_Valley,Wind Speed,2026-02-14T02:00:00-07:00,WCAS
-3.8,Drayton_Valley,Outdoor Temperature,2026-02-14T02:00:00-07:00,WCAS
0.019,Drayton_Valley,Nitrogen Dioxide,2026-02-14T02:00:00-07:00,WCAS
68.8,Drayton_Valley,Relative Humidity,2026-02-14T02:00:00-07:00,WCAS
10.7,Drayton_Valley,Fine Particulate Matter,2026-02-14T02:00:00-07:00,WCAS
0.02,Drayton_Valley,Total Oxides of Nitrogen,2026-02-14T02:00:00-07:00,WCAS
5.3,Drayton_Valley,Fine Particulate Matter,2026-02-14T01:00:00-07:00,WCAS
0.027,Drayton_Valley,Ozone,2026-02-14T01:00:00-07:00,WCAS
0.002,Drayton_Valley,Nitric Oxide,2026-02-14T01:00:00-07:00,WCAS
0.014,Drayton_Valley,Nitrogen Dioxide,2026-02-14T01:00:00-07:00,WCAS
0.016,Drayton_Valley,Total Oxides of Nitrogen,2026-02-14T01:00:00-07:00,WCAS
66.6,Drayton_Valley,Relative Humidity,2026-02-14T01:00:00-07:00,WCAS
2.3,Drayton_Valley,Wind Speed,2026-02-14T01:00:00-07:00,WCAS
-3.3,Drayton_Valley,Outdoor Temperature,2026-02-14T01:00:00-07:00,WCAS
3.0,Drayton_Valley,,2026-02-14T01:00:00-07:00,WCAS
0.0,Drayton_Valley,Sulphur Dioxide,2026-02-14T01:00:00-07:00,WCAS
317.0,Drayton_Valley,Wind Direction,2026-02-14T01:00:00-07:00,WCAS
5.4,Drayton_Valley,Fine Particulate Matter,2026-02-14T00:00:00-07:00,WCAS
0.027,Drayton_Valley,Ozone,2026-02-14T00:00:00-07:00,WCAS
-3.0,Drayton_Valley,Outdoor Temperature,2026-02-14T00:00:00-07:00,WCAS
0.0,Drayton_Valley,Nitric Oxide,2026-02-14T00:00:00-07:00,WCAS
2.6,Drayton_Valley,Wind Speed,2026-02-14T00:00:00-07:00,WCAS
64.4,Drayton_Valley,Relative Humidity,2026-02-14T00:00:00-07:00,WCAS
3.0,Drayton_Valley,,2026-02-14T00:00:00-07:00,WCAS
0.0,Drayton_Valley,Sulphur Dioxide,2026-02-14T00:00:00-07:00,WCAS
0.014,Drayton_Valley,Nitrogen Dioxide,2026-02-14T00:00:00-07:00,WCAS
0.014,Drayton_Valley,Total Oxides of Nitrogen,2026-02-14T00:00:00-07:00,WCAS
313.0,Drayton_Valley,Wind Direction,2026-02-14T00:00:00-07:00,WCAS
0.026,Drayton_Valley,Ozone,2026-02-13T23:00:00-07:00,WCAS
5.8,Drayton_Valley,Fine Particulate Matter,2026-02-13T23:00:00-07:00,WCAS
-2.1,Drayton_Valley,Outdoor Temperature,2026-02-13T23:00:00-07:00,WCAS
3.6,Drayton_Valley,Wind Speed,2026-02-13T23:00:00-07:00,WCAS
0.016,Drayton_Valley,Nitrogen Dioxide,2026-02-13T23:00:00-07:00,WCAS
60.4,Drayton_Valley,Relative Humidity,2026-02-13T23:00:00-07:00,WCAS
0.017,Drayton_Valley,Total Oxides of Nitrogen,2026-02-13T23:00:00-07:00,WCAS
339.0,Drayton_Valley,Wind Direction,2026-02-13T23:00:00-07:00,WCAS
0.001,Drayton_Valley,Nitric Oxide,2026-02-13T23:00:00-07:00,WCAS
0.0,Drayton_Valley,Sulphur Dioxide,2026-02-13T23:00:00-07:00,WCAS
3.0,Drayton_Valley,,2026-02-13T23:00:00-07:00,WCAS
18.0,Drayton_Valley,Wind Direction,2026-02-13T22:00:00-07:00,WCAS
0.026,Drayton_Valley,Ozone,2026-02-13T22:00:00-07:00,WCAS
0.019,Drayton_Valley,Total Oxides of Nitrogen,2026-02-13T22:00:00-07:00,WCAS
0.001,Drayton_Valley,Nitric Oxide,2026-02-13T22:00:00-07:00,WCAS
0.018,Drayton_Valley,Nitrogen Dioxide,2026-02-13T22:00:00-07:00,WCAS
0.0,Drayton_Valley,Sulphur Dioxide,2026-02-13T22:00:00-07:00,WCAS
54.7,Drayton_Valley,Relative Humidity,2026-02-13T22:00:00-07:00,WCAS
7.0,Drayton_Valley,Fine Particulate Matter,2026-02-13T22:00:00-07:00,WCAS
5.4,Drayton_Valley,Wind Speed,2026-02-13T22:00:00-07:00,WCAS
3.0,Drayton_Valley,,2026-02-13T22:00:00-07:00,WCAS
-0.6,Drayton_Valley,Outdoor Temperature,2026-02-13T22:00:00-07:00,WCAS
0.0,Drayton_Valley,Sulphur Dioxide,2026-02-13T21:00:00-07:00,WCAS
20.0,Drayton_Valley,Wind Direction,2026-02-13T21:00:00-07:00,WCAS
8.9,Drayton_Valley,Fine Particulate Matter,2026-02-13T21:00:00-07:00,WCAS
0.02,Drayton_Valley,Total Oxides of Nitrogen,2026-02-13T21:00:00-07:00,WCAS
46.2,Drayton_Valley,Relative Humidity,2026-02-13T21:00:00-07:00,WCAS
0.019,Drayton_Valley,Nitrogen Dioxide,2026-02-13T21:00:00-07:00,WCAS
0.027,Drayton_Valley,Ozone,2026-02-13T21:00:00-07:00,WCAS
0.001,Drayton_Valley,Nitric Oxide,2026-02-13T21:00:00-07:00,WCAS
5.8,Drayton_Valley,Wind Speed,2026-02-13T21:00:00-07:00,WCAS
0.5,Drayton_Valley,Outdoor Temperature,2026-02-13T21:00:00-07:00,WCAS
3.0,Drayton_Valley,,2026-02-13T21:00:00-07:00,WCAS
4.2,Drayton_Valley,Fine Particulate Matter,2026-02-13T20:00:00-07:00,WCAS
3.0,Drayton_Valley,,2026-02-13T20:00:00-07:00,WCAS
0.037,Drayton_Valley,Ozone,2026-02-13T20:00:00-07:00,WCAS
3.7,Drayton_Valley,Wind Speed,2026-02-13T20:00:00-07:00,WCAS
1.5,Drayton_Valley,Outdoor Temperature,2026-02-13T20:00:00-07:00,WCAS
0.0,Drayton_Valley,Nitric Oxide,2026-02-13T20:00:00-07:00,WCAS
0.008,Drayton_Valley,Nitrogen Dioxide,2026-02-13T20:00:00-07:00,WCAS
41.0,Drayton_Valley,Relative Humidity,2026-02-13T20:00:00-07:00,WCAS
0.008,Drayton_Valley,Total Oxides of Nitrogen,2026-02-13T20:00:00-07:00,WCAS
0.0,Drayton_Valley,Sulphur Dioxide,2026-02-13T20:00:00-07:00,WCAS
101.0,Drayton_Valley,Wind Direction,2026-02-13T20:00:00-07:00,WCAS
0.0,Drayton_Valley,Nitric Oxide,2026-02-13T19:00:00-07:00,WCAS
6.9,Drayton_Valley,Wind Speed,2026-02-13T19:00:00-07:00,WCAS
120.0,Drayton_Valley,Wind Direction,2026-02-13T19:00:00-07:00,WCAS
0.005,Drayton_Valley,Total Oxides of Nitrogen,2026-02-13T19:00:00-07:00,WCAS
0.005,Drayton_Valley,Nitrogen Dioxide,2026-02-13T19:00:00-07:00,WCAS
3.5,Drayton_Valley,Fine Particulate Matter,2026-02-13T19:00:00-07:00,WCAS
0.0,Drayton_Valley,Sulphur Dioxide,2026-02-13T19:00:00-07:00,WCAS
2.0,Drayton_Valley,Outdoor Temperature,2026-02-13T19:00:00-07:00,WCAS
0.04,Drayton_Valley,Ozone,2026-02-13T19:00:00-07:00,WCAS
39.2,Drayton_Valley,Relative Humidity,2026-02-13T19:00:00-07:00,WCAS
3.0,Drayton_Valley,,2026-02-13T19:00:00-07:00,WCAS
0.043,Drayton_Valley,Ozone,2026-02-13T18:00:00-07:00,WCAS
0.0,Drayton_Valley,Sulphur Dioxide,2026-02-13T18:00:00-07:00,WCAS
0.004,Drayton_Valley,Nitrogen Dioxide,2026-02-13T18:00:00-07:00,WCAS
0.004,Drayton_Valley,Total Oxides of Nitrogen,2026-02-13T18:00:00-07:00,WCAS
39.6,Drayton_Valley,Relative Humidity,2026-02-13T18:00:00-07:00,WCAS
0.0,Drayton_Valley,Nitric Oxide,2026-02-13T18:00:00-07:00,WCAS
3.1,Drayton_Valley,Fine Particulate Matter,2026-02-13T18:00:00-07:00,WCAS
113.0,Drayton_Valley,Wind Direction,2026-02-13T18:00:00-07:00,WCAS
3.0,Drayton_Valley,Outdoor Temperature,2026-02-13T18:00:00-07:00,WCAS
4.6,Drayton_Valley,Wind Speed,2026-02-13T18:00:00-07:00,WCAS
3.0,Drayton_Valley,,2026-02-13T18:00:00-07:00,WCAS
0.0,Drayton_Valley,Sulphur Dioxide,2026-02-13T17:00:00-07:00,WCAS
0.002,Drayton_Valley,Total Oxides of Nitrogen,2026-02-13T17:00:00-07:00,WCAS
0.002,Drayton_Valley,Nitrogen Dioxide,2026-02-13T17:00:00-07:00,WCAS
2.4,Drayton_Valley,Fine Particulate Matter,2026-02-13T17:00:00-07:00,WCAS
4.5,Drayton_Valley,Outdoor Temperature,2026-02-13T17:00:00-07:00,WCAS
0.0,Drayton_Valley,Nitric Oxide,2026-02-13T17:00:00-07:00,WCAS
36.3,Drayton_Valley,Relative Humidity,2026-02-13T17:00:00-07:00,WCAS
107.0,Drayton_Valley,Wind Direction,2026-02-13T17:00:00-07:00,WCAS
0.045,Drayton_Valley,Ozone,2026-02-13T17:00:00-07:00,WCAS
5.1,Drayton_Valley,Wind Speed,2026-02-13T17:00:00-07:00,WCAS
3.0,Drayton_Valley,,2026-02-13T17:00:00-07:00,WCAS
0.003,Drayton_Valley,Total Oxides of Nitrogen,2026-02-13T16:00:00-07:00,WCAS
0.003,Drayton_Valley,Nitrogen Dioxide,2026-02-13T16:00:00-07:00,WCAS
114.0,Drayton_Valley,Wind Direction,2026-02-13T16:00:00-07:00,WCAS
4.9,Drayton_Valley,Outdoor Temperature,2026-02-13T16:00:00-07:00,WCAS
35.2,Drayton_Valley,Relative Humidity,2026-02-13T16:00:00-07:00,WCAS
3.0,Drayton_Valley,,2026-02-13T16:00:00-07:00,WCAS
7.2,Drayton_Valley,Wind Speed,2026-02-13T16:00:00-07:00,WCAS
0.045,Drayton_Valley,Ozone,2026-02-13T16:00:00-07:00,WCAS
3.0,Drayton_Valley,Fine Particulate Matter,2026-02-13T16:00:00-07:00,WCAS
0.0,Drayton_Valley,Nitric Oxide,2026-02-13T16:00:00-07:00,WCAS
0.0,Drayton_Valley,Sulphur Dioxide,2026-02-13T16:00:00-07:00,WCAS
