Value,StationName,ParameterName,ReadingDate,Zone
0.0,Wagner2,Total Oxides of Nitrogen,2026-02-14T00:00:00-07:00,WCAS
0.0,Wagner2,Nitric Oxide,2026-02-14T00:00:00-07:00,WCAS
-2.2,Wagner2,Outdoor Temperature,2026-02-14T00:00:00-07:00,WCAS
310.0,Wagner2,Wind Direction,2026-02-14T00:00:00-07:00,WCAS
0.001,Wagner2,Nitrogen Dioxide,2026-02-14T00:00:00-07:00,WCAS
0.8,Wagner2,Wind Speed,2026-02-14T00:00:00-07:00,WCAS
82.0,Wagner2,Relative Humidity,2026-02-14T00:00:00-07:00,WCAS
0.0,Wagner2,Sulphur Dioxide,2026-02-13T23:00:00-07:00,WCAS
0.0,Wagner2,Total Oxides of Nitrogen,2026-02-13T23:00:00-07:00,WCAS
0.001,Wagner2,Nitrogen Dioxide,2026-02-13T23:00:00-07:00,WCAS
0.2,Wagner2,Wind Speed,2026-02-13T23:00:00-07:00,WCAS
0.0,Wagner2,Nitric Oxide,2026-02-13T23:00:00-07:00,WCAS
288.0,Wagner2,Wind Direction,2026-02-13T23:00:00-07:00,WCAS
-1.9,Wagner2,Outdoor Temperature,2026-02-13T23:00:00-07:00,WCAS
80.2,Wagner2,Relative Humidity,2026-02-13T23:00:00-07:00,WCAS
0.001,Wagner2,Nitrogen Dioxide,2026-02-13T22:00:00-07:00,WCAS
0.001,Wagner2,Total Oxides of Nitrogen,2026-02-13T22:00:00-07:00,WCAS
0.2,Wagner2,Wind Speed,2026-02-13T22:00:00-07:00,WCAS
337.0,Wagner2,Wind Direction,2026-02-13T22:00:00-07:00,WCAS
78.7,Wagner2,Relative Humidity,2026-02-13T22:00:00-07:00,WCAS
-1.4,Wagner2,Outdoor Temperature,2026-02-13T22:00:00-07:00,WCAS
0.0,Wagner2,Nitric Oxide,2026-02-13T22:00:00-07:00,WCAS
0.0,Wagner2,Sulphur Dioxide,2026-02-13T22:00:00-07:00,WCAS
281.0,Wagner2,Wind Direction,2026-02-13T21:00:00-07:00,WCAS
76.4,Wagner2,Relative Humidity,2026-02-13T21:00:00-07:00,WCAS
0.2,Wagner2,Wind Speed,2026-02-13T21:00:00-07:00,WCAS
-0.8,Wagner2,Outdoor Temperature,2026-02-13T21:00:00-07:00,WCAS
0.001,Wagner2,Total Oxides of Nitrogen,2026-02-13T21:00:00-07:00,WCAS
0.0,Wagner2,Nitric Oxide,2026-02-13T21:00:00-07:00,WCAS
0.0,Wagner2,Sulphur Dioxide,2026-02-13T21:00:00-07:00,WCAS
0.001,Wagner2,Nitrogen Dioxide,2026-02-13T21:00:00-07:00,WCAS
0.001,Wagner2,Total Oxides of Nitrogen,2026-02-13T20:00:00-07:00,WCAS
0.001,Wagner2,Nitrogen Dioxide,2026-02-13T20:00:00-07:00,WCAS
-0.3,Wagner2,Outdoor Temperature,2026-02-13T20:00:00-07:00,WCAS
69.2,Wagner2,Relative Humidity,2026-02-13T20:00:00-07:00,WCAS
0.0,Wagner2,Nitric Oxide,2026-02-13T20:00:00-07:00,WCAS
0.9,Wagner2,Wind Speed,2026-02-13T20:00:00-07:00,WCAS
318.0,Wagner2,Wind Direction,2026-02-13T20:00:00-07:00,WCAS
0.0,Wagner2,Sulphur Dioxide,2026-02-13T20:00:00-07:00,WCAS
0.001,Wagner2,Total Oxides of Nitrogen,2026-02-13T19:00:00-07:00,WCAS
0.2,Wagner2,Outdoor Temperature,2026-02-13T19:00:00-07:00,WCAS
0.0,Wagner2,Nitric Oxide,2026-02-13T19:00:00-07:00,WCAS
61.7,Wagner2,Relative Humidity,2026-02-13T19:00:00-07:00,WCAS
0.8,Wagner2,Wind Speed,2026-02-13T19:00:00-07:00,WCAS
0.001,Wagner2,Nitrogen Dioxide,2026-02-13T19:00:00-07:00,WCAS
260.0,Wagner2,Wind Direction,2026-02-13T19:00:00-07:00,WCAS
0.0,Wagner2,Sulphur Dioxide,2026-02-13T19:00:00-07:00,WCAS
0.001,Wagner2,Nitrogen Dioxide,2026-02-13T18:00:00-07:00,WCAS
2.9,Wagner2,Outdoor Temperature,2026-02-13T18:00:00-07:00,WCAS
51.7,Wagner2,Relative Humidity,2026-02-13T18:00:00-07:00,WCAS
0.0,Wagner2,Nitric Oxide,2026-02-13T18:00:00-07:00,WCAS
92.0,Wagner2,Wind Direction,2026-02-13T18:00:00-07:00,WCAS
1.8,Wagner2,Wind Speed,2026-02-13T18:00:00-07:00,WCAS
0.0,Wagner2,Total Oxides of Nitrogen,2026-02-13T18:00:00-07:00,WCAS
0.0,Wagner2,Sulphur Dioxide,2026-02-13T18:00:00-07:00,WCAS
5.9,Wagner2,Outdoor Temperature,2026-02-13T17:00:00-07:00,WCAS
40.7,Wagner2,Relative Humidity,2026-02-13T17:00:00-07:00,WCAS
0.0,Wagner2,Nitrogen Dioxide,2026-02-13T17:00:00-07:00,WCAS
0.0,Wagner2,Nitric Oxide,2026-02-13T17:00:00-07:00,WCAS
99.0,Wagner2,Wind Direction,2026-02-13T17:00:00-07:00,WCAS
5.8,Wagner2,Wind Speed,2026-02-13T17:00:00-07:00,WCAS
0.0,Wagner2,Total Oxides of Nitrogen,2026-02-13T17:00:00-07:00,WCAS
0.0,Wagner2,Sulphur Dioxide,2026-02-13T17:00:00-07:00,WCAS
6.6,Wagner2,Outdoor Temperature,2026-02-13T16:00:00-07:00,WCAS
40.9,Wagner2,Relative Humidity,2026-02-13T16:00:00-07:00,WCAS
0.0,Wagner2,Nitric Oxide,2026-02-13T16:00:00-07:00,WCAS
126.0,Wagner2,Wind Direction,2026-02-13T16:00:00-07:00,WCAS
0.0,Wagner2,Sulphur Dioxide,2026-02-13T16:00:00-07:00,WCAS
0.001,Wagner2,Nitrogen Dioxide,2026-02-13T16:00:00-07:00,WCAS
7.6,Wagner2,Wind Speed,2026-02-13T16:00:00-07:00,WCAS
0.001,Wagner2,Total Oxides of Nitrogen,2026-02-13T16:00:00-07:00,WCAS
0.0,Wagner2,Sulphur Dioxide,2026-02-13T15:00:00-07:00,WCAS
7.5,Wagner2,Outdoor Temperature,2026-02-13T15:00:00-07:00,WCAS
4.2,Wagner2,Wind Speed,2026-02-13T15:00:00-07:00,WCAS
159.0,Wagner2,Wind Direction,2026-02-13T15:00:00-07:00,WCAS
0.002,Wagner2,Nitrogen Dioxide,2026-02-13T15:00:00-07:00,WCAS
37.5,Wagner2,Relative Humidity,2026-02-13T15:00:00-07:00,WCAS
0.0,Wagner2,Nitric Oxide,2026-02-13T15:00:00-07:00,WCAS
0.002,Wagner2,Total Oxides of Nitrogen,2026-02-13T15:00:00-07:00,WCAS
6.7,Wagner2,Outdoor Temperature,2026-02-13T14:00:00-07:00,WCAS
2.1,Wagner2,Wind Speed,2026-02-13T14:00:00-07:00,WCAS
0.0,Wagner2,Sulphur Dioxide,2026-02-13T14:00:00-07:00,WCAS
0.002,Wagner2,Nitrogen Dioxide,2026-02-13T14:00:00-07:00,WCAS
137.0,Wagner2,Wind Direction,2026-02-13T14:00:00-07:00,WCAS
0.001,Wagner2,Nitric Oxide,2026-02-13T14:00:00-07:00,WCAS
39.5,Wagner2,Relative Humidity,2026-02-13T14:00:00-07:00,WCAS
0.003,Wagner2,Total Oxides of Nitrogen,2026-02-13T14:00:00-07:00,WCAS
4.8,Wagner2,Outdoor Temperature,2026-02-13T13:00:00-07:00,WCAS
3.1,Wagner2,Wind Speed,2026-02-13T13:00:00-07:00,WCAS
0.002,Wagner2,Nitrogen Dioxide,2026-02-13T13:00:00-07:00,WCAS
0.0,Wagner2,Sulphur Dioxide,2026-02-13T13:00:00-07:00,WCAS
136.0,Wagner2,Wind Direction,2026-02-13T13:00:00-07:00,WCAS
46.6,Wagner2,Relative Humidity,2026-02-13T13:00:00-07:00,WCAS
0.001,Wagner2,Nitric Oxide,2026-02-13T13:00:00-07:00,WCAS
0.003,Wagner2,Total Oxides of Nitrogen,2026-02-13T13:00:00-07:00,WCAS
3.2,Wagner2,Outdoor Temperature,2026-02-13T12:00:00-07:00,WCAS
1.3,Wagner2,Wind Speed,2026-02-13T12:00:00-07:00,WCAS
0.002,Wagner2,Nitrogen Dioxide,2026-02-13T12:00:00-07:00,WCAS
0.0,Wagner2,Sulphur Dioxide,2026-02-13T12:00:00-07:00,WCAS
118.0,Wagner2,Wind Direction,2026-02-13T12:00:00-07:00,WCAS
54.6,Wagner2,Relative Humidity,2026-02-13T12:00:00-07:00,WCAS
0.0,Wagner2,Nitric Oxide,2026-02-13T12:00:00-07:00,WCAS
0.003,Wagner2,Total Oxides of Nitrogen,2026-02-13T12:00:00-07:00,WCAS
-0.3,Wagner2,Outdoor Temperature,2026-02-13T11:00:00-07:00,WCAS
69.0,Wagner2,Relative Humidity,2026-02-13T11:00:00-07:00,WCAS
0.001,Wagner2,Nitric Oxide,2026-02-13T11:00:00-07:00,WCAS
0.004,Wagner2,Total Oxides of Nitrogen,2026-02-13T11:00:00-07:00,WCAS
0.003,Wagner2,Nitrogen Dioxide,2026-02-13T11:00:00-07:00,WCAS
232.0,Wagner2,Wind Direction,2026-02-13T11:00:00-07:00,WCAS
0.0,Wagner2,Sulphur Dioxide,2026-02-13T11:00:00-07:00,WCAS
0.9,Wagner2,Wind Speed,2026-02-13T11:00:00-07:00,WCAS
0.0,Wagner2,Sulphur Dioxide,2026-02-13T10:00:00-07:00,WCAS
0.001,Wagner2,Total Oxides of Nitrogen,2026-02-13T10:00:00-07:00,WCAS
0.001,Wagner2,Nitrogen Dioxide,2026-02-13T10:00:00-07:00,WCAS
0.0,Wagner2,Nitric Oxide,2026-02-13T10:00:00-07:00,WCAS
63.0,Wagner2,Wind Direction,2026-02-13T10:00:00-07:00,WCAS
81.8,Wagner2,Relative Humidity,2026-02-13T10:00:00-07:00,WCAS
-2.5,Wagner2,Outdoor Temperature,2026-02-13T10:00:00-07:00,WCAS
0.9,Wagner2,Wind Speed,2026-02-13T10:00:00-07:00,WCAS
0.0,Wagner2,Sulphur Dioxide,2026-02-13T09:00:00-07:00,WCAS
0.001,Wagner2,Nitrogen Dioxide,2026-02-13T09:00:00-07:00,WCAS
0.0,Wagner2,Nitric Oxide,2026-02-13T09:00:00-07:00,WCAS
255.0,Wagner2,Wind Direction,2026-02-13T09:00:00-07:00,WCAS
84.4,Wagner2,Relative Humidity,2026-02-13T09:00:00-07:00,WCAS
-3.3,Wagner2,Outdoor Temperature,2026-02-13T09:00:00-07:00,WCAS
0.0,Wagner2,Total Oxides of Nitrogen,2026-02-13T09:00:00-07:00,WCAS
0.7,Wagner2,Wind Speed,2026-02-13T09:00:00-07:00,WCAS
0.001,Wagner2,Nitrogen Dioxide,2026-02-13T08:00:00-07:00,WCAS
0.0,Wagner2,Nitric Oxide,2026-02-13T08:00:00-07:00,WCAS
54.0,Wagner2,Wind Direction,2026-02-13T08:00:00-07:00,WCAS
86.1,Wagner2,Relative Humidity,2026-02-13T08:00:00-07:00,WCAS
-3.9,Wagner2,Outdoor Temperature,2026-02-13T08:00:00-07:00,WCAS
0.0,Wagner2,Total Oxides of Nitrogen,2026-02-13T08:00:00-07:00,WCAS
0.0,Wagner2,Sulphur Dioxide,2026-02-13T08:00:00-07:00,WCAS
1.0,Wagner2,Wind Speed,2026-02-13T08:00:00-07:00,WCAS
0.001,Wagner2,Total Oxides of Nitrogen,2026-02-13T07:00:00-07:00,WCAS
0.001,Wagner2,Nitrogen Dioxide,2026-02-13T07:00:00-07:00,WCAS
0.0,Wagner2,Nitric Oxide,2026-02-13T07:00:00-07:00,WCAS
350.0,Wagner2,Wind Direction,2026-02-13T07:00:00-07:00,WCAS
84.0,Wagner2,Relative Humidity,2026-02-13T07:00:00-07:00,WCAS
-4.1,Wagner2,Outdoor Temperature,2026-02-13T07:00:00-07:00,WCAS
0.0,Wagner2,Sulphur Dioxide,2026-02-13T07:00:00-07:00,WCAS
1.0,Wagner2,Wind Speed,2026-02-13T07:00:00-07:00,WCAS
0.0,Wagner2,Nitric Oxide,2026-02-13T06:00:00-07:00,WCAS
-4.4,Wagner2,Outdoor Temperature,2026-02-13T06:00:00-07:00,WCAS
0.0,Wagner2,Total Oxides of Nitrogen,2026-02-13T06:00:00-07:00,WCAS
0.0,Wagner2,Sulphur Dioxide,2026-02-13T06:00:00-07:00,WCAS
38.0,Wagner2,Wind Direction,2026-02-13T06:00:00-07:00,WCAS
0.001,Wagner2,Nitrogen Dioxide,2026-02-13T06:00:00-07:00,WCAS
1.3,Wagner2,Wind Speed,2026-02-13T06:00:00-07:00,WCAS
85.5,Wagner2,Relative Humidity,2026-02-13T06:00:00-07:00,WCAS
0.0,Wagner2,Nitric Oxide,2026-02-13T05:00:00-07:00,WCAS
0.0,Wagner2,Sulphur Dioxide,2026-02-13T05:00:00-07:00,WCAS
30.0,Wagner2,Wind Direction,2026-02-13T05:00:00-07:00,WCAS
0.0,Wagner2,Total Oxides of Nitrogen,2026-02-13T05:00:00-07:00,WCAS
0.001,Wagner2,Nitrogen Dioxide,2026-02-13T05:00:00-07:00,WCAS
85.2,Wagner2,Relative Humidity,2026-02-13T05:00:00-07:00,WCAS
-4.6,Wagner2,Outdoor Temperature,2026-02-13T05:00:00-07:00,WCAS
0.5,Wagner2,Wind Speed,2026-02-13T05:00:00-07:00,WCAS
,Wagner2,Nitric Oxide,2026-02-13T04:00:00-07:00,WCAS
333.0,Wagner2,Wind Direction,2026-02-13T04:00:00-07:00,WCAS
,Wagner2,Nitrogen Dioxide,2026-02-13T04:00:00-07:00,WCAS
,Wagner2,Sulphur Dioxide,2026-02-13T04:00:00-07:00,WCAS
,Wagner2,Total Oxides of Nitrogen,2026-02-13T04:00:00-07:00,WCAS
83.1,Wagner2,Relative Humidity,2026-02-13T04:00:00-07:00,WCAS
-3.9,Wagner2,Outdoor Temperature,2026-02-13T04:00:00-07:00,WCAS
0.6,Wagner2,Wind Speed,2026-02-13T04:00:00-07:00,WCAS
0.0,Wagner2,Nitric Oxide,2026-02-13T03:00:00-07:00,WCAS
0.0,Wagner2,Total Oxides of Nitrogen,2026-02-13T03:00:00-07:00,WCAS
305.0,Wagner2,Wind Direction,2026-02-13T03:00:00-07:00,WCAS
0.7,Wagner2,Wind Speed,2026-02-13T03:00:00-07:00,WCAS
-3.7,Wagner2,Outdoor Temperature,2026-02-13T03:00:00-07:00,WCAS
81.0,Wagner2,Relative Humidity,2026-02-13T03:00:00-07:00,WCAS
0.001,Wagner2,Nitrogen Dioxide,2026-02-13T03:00:00-07:00,WCAS
0.0,Wagner2,Sulphur Dioxide,2026-02-13T03:00:00-07:00,WCAS
-2.5,Wagner2,Outdoor Temperature,2026-02-13T02:00:00-07:00,WCAS
76.6,Wagner2,Relative Humidity,2026-02-13T02:00:00-07:00,WCAS
0.001,Wagner2,Nitrogen Dioxide,2026-02-13T02:00:00-07:00,WCAS
1.6,Wagner2,Wind Speed,2026-02-13T02:00:00-07:00,WCAS
303.0,Wagner2,Wind Direction,2026-02-13T02:00:00-07:00,WCAS
0.0,Wagner2,Total Oxides of Nitrogen,2026-02-13T02:00:00-07:00,WCAS
0.0,Wagner2,Sulphur Dioxide,2026-02-13T02:00:00-07:00,WCAS
0.0,Wagner2,Nitric Oxide,2026-02-13T02:00:00-07:00,WCAS
0.001,Wagner2,Nitrogen Dioxide,2026-02-13T01:00:00-07:00,WCAS
-1.1,Wagner2,Outdoor Temperature,2026-02-13T01:00:00-07:00,WCAS
72.4,Wagner2,Relative Humidity,2026-02-13T01:00:00-07:00,WCAS
321.0,Wagner2,Wind Direction,2026-02-13T01:00:00-07:00,WCAS
1.6,Wagner2,Wind Speed,2026-02-13T01:00:00-07:00,WCAS
0.0,Wagner2,Total Oxides of Nitrogen,2026-02-13T01:00:00-07:00,WCAS
0.0,Wagner2,Sulphur Dioxide,2026-02-13T01:00:00-07:00,WCAS
0.0,Wagner2,Nitric Oxide,2026-02-13T01:00:00-07:00,WCAS
30.0,Wagner2,Wind Direction,2026-02-13T00:00:00-07:00,WCAS
1.5,Wagner2,Wind Speed,2026-02-13T00:00:00-07:00,WCAS
0.0,Wagner2,Sulphur Dioxide,2026-02-13T00:00:00-07:00,WCAS
64.0,Wagner2,Relative Humidity,2026-02-13T00:00:00-07:00,WCAS
1.2,Wagner2,Outdoor Temperature,2026-02-13T00:00:00-07:00,WCAS
0.002,Wagner2,Nitrogen Dioxide,2026-02-13T00:00:00-07:00,WCAS
0.001,Wagner2,Total Oxides of Nitrogen,2026-02-13T00:00:00-07:00,WCAS
0.0,Wagner2,Nitric Oxide,2026-02-13T00:00:00-07:00,WCAS
4.3,Wagner2,Wind Speed,2026-02-12T23:00:00-07:00,WCAS
0.0,Wagner2,Sulphur Dioxide,2026-02-12T23:00:00-07:00,WCAS
0.0,Wagner2,Nitric Oxide,2026-02-12T23:00:00-07:00,WCAS
270.0,Wagner2,Wind Direction,2026-02-12T23:00:00-07:00,WCAS
0.003,Wagner2,Nitrogen Dioxide,2026-02-12T23:00:00-07:00,WCAS
1.7,Wagner2,Outdoor Temperature,2026-02-12T23:00:00-07:00,WCAS
61.7,Wagner2,Relative Humidity,2026-02-12T23:00:00-07:00,WCAS
0.002,Wagner2,Total Oxides of Nitrogen,2026-02-12T23:00:00-07:00,WCAS
0.0,Wagner2,Nitric Oxide,2026-02-12T22:00:00-07:00,WCAS
0.001,Wagner2,Total Oxides of Nitrogen,2026-02-12T22:00:00-07:00,WCAS
0.8,Wagner2,Wind Speed,2026-02-12T22:00:00-07:00,WCAS
0.0,Wagner2,Sulphur Dioxide,2026-02-12T22:00:00-07:00,WCAS
-3.2,Wagner2,Outdoor Temperature,2026-02-12T22:00:00-07:00,WCAS
83.6,Wagner2,Relative Humidity,2026-02-12T22:00:00-07:00,WCAS
0.002,Wagner2,Nitrogen Dioxide,2026-02-12T22:00:00-07:00,WCAS
339.0,Wagner2,Wind Direction,2026-02-12T22:00:00-07:00,WCAS
0.002,Wagner2,Total Oxides of Nitrogen,2026-02-12T21:00:00-07:00,WCAS
0.002,Wagner2,Nitrogen Dioxide,2026-02-12T21:00:00-07:00,WCAS
0.4,Wagner2,Wind Speed,2026-02-12T21:00:00-07:00,WCAS
0.0,Wagner2,Nitric Oxide,2026-02-12T21:00:00-07:00,WCAS
79.9,Wagner2,Relative Humidity,2026-02-12T21:00:00-07:00,WCAS
0.0,Wagner2,Sulphur Dioxide,2026-02-12T21:00:00-07:00,WCAS
-2.1,Wagner2,Outdoor Temperature,2026-02-12T21:00:00-07:00,WCAS
300.0,Wagner2,Wind Direction,2026-02-12T21:00:00-07:00,WCAS
0.002,Wagner2,Total Oxides of Nitrogen,2026-02-12T20:00:00-07:00,WCAS
74.9,Wagner2,Relative Humidity,2026-02-12T20:00:00-07:00,WCAS
0.0,Wagner2,Nitric Oxide,2026-02-12T20:00:00-07:00,WCAS
1.3,Wagner2,Wind Speed,2026-02-12T20:00:00-07:00,WCAS
-0.1,Wagner2,Outdoor Temperature,2026-02-12T20:00:00-07:00,WCAS
0.003,Wagner2,Nitrogen Dioxide,2026-02-12T20:00:00-07:00,WCAS
0.0,Wagner2,Sulphur Dioxide,2026-02-12T20:00:00-07:00,WCAS
280.0,Wagner2,Wind Direction,2026-02-12T20:00:00-07:00,WCAS
324.0,Wagner2,Wind Direction,2026-02-12T19:00:00-07:00,WCAS
0.003,Wagner2,Nitrogen Dioxide,2026-02-12T19:00:00-07:00,WCAS
0.002,Wagner2,Total Oxides of Nitrogen,2026-02-12T19:00:00-07:00,WCAS
1.7,Wagner2,Wind Speed,2026-02-12T19:00:00-07:00,WCAS
66.3,Wagner2,Relative Humidity,2026-02-12T19:00:00-07:00,WCAS
0.0,Wagner2,Sulphur Dioxide,2026-02-12T19:00:00-07:00,WCAS
1.3,Wagner2,Outdoor Temperature,2026-02-12T19:00:00-07:00,WCAS
0.0,Wagner2,Nitric Oxide,2026-02-12T19:00:00-07:00,WCAS
4.0,Wagner2,Outdoor Temperature,2026-02-12T18:00:00-07:00,WCAS
0.002,Wagner2,Nitrogen Dioxide,2026-02-12T18:00:00-07:00,WCAS
50.8,Wagner2,Relative Humidity,2026-02-12T18:00:00-07:00,WCAS
0.002,Wagner2,Total Oxides of Nitrogen,2026-02-12T18:00:00-07:00,WCAS
0.0,Wagner2,Sulphur Dioxide,2026-02-12T18:00:00-07:00,WCAS
38.0,Wagner2,Wind Direction,2026-02-12T18:00:00-07:00,WCAS
0.0,Wagner2,Nitric Oxide,2026-02-12T18:00:00-07:00,WCAS
0.8,Wagner2,Wind Speed,2026-02-12T18:00:00-07:00,WCAS
0.003,Wagner2,Total Oxides of Nitrogen,2026-02-12T17:00:00-07:00,WCAS
0.0,Wagner2,Sulphur Dioxide,2026-02-12T17:00:00-07:00,WCAS
0.0,Wagner2,Nitric Oxide,2026-02-12T17:00:00-07:00,WCAS
96.0,Wagner2,Wind Direction,2026-02-12T17:00:00-07:00,WCAS
2.2,Wagner2,Wind Speed,2026-02-12T17:00:00-07:00,WCAS
39.1,Wagner2,Relative Humidity,2026-02-12T17:00:00-07:00,WCAS
7.6,Wagner2,Outdoor Temperature,2026-02-12T17:00:00-07:00,WCAS
0.003,Wagner2,Nitrogen Dioxide,2026-02-12T17:00:00-07:00,WCAS
5.2,Wagner2,Wind Speed,2026-02-12T16:00:00-07:00,WCAS
0.003,Wagner2,Total Oxides of Nitrogen,2026-02-12T16:00:00-07:00,WCAS
0.0,Wagner2,Sulphur Dioxide,2026-02-12T16:00:00-07:00,WCAS
146.0,Wagner2,Wind Direction,2026-02-12T16:00:00-07:00,WCAS
0.0,Wagner2,Nitric Oxide,2026-02-12T16:00:00-07:00,WCAS
33.1,Wagner2,Relative Humidity,2026-02-12T16:00:00-07:00,WCAS
8.3,Wagner2,Outdoor Temperature,2026-02-12T16:00:00-07:00,WCAS
0.003,Wagner2,Nitrogen Dioxide,2026-02-12T16:00:00-07:00,WCAS
0.0,Wagner2,Sulphur Dioxide,2026-02-12T15:00:00-07:00,WCAS
0.004,Wagner2,Total Oxides of Nitrogen,2026-02-12T15:00:00-07:00,WCAS
4.2,Wagner2,Wind Speed,2026-02-12T15:00:00-07:00,WCAS
103.0,Wagner2,Wind Direction,2026-02-12T15:00:00-07:00,WCAS
0.0,Wagner2,Nitric Oxide,2026-02-12T15:00:00-07:00,WCAS
34.0,Wagner2,Relative Humidity,2026-02-12T15:00:00-07:00,WCAS
7.7,Wagner2,Outdoor Temperature,2026-02-12T15:00:00-07:00,WCAS
0.004,Wagner2,Nitrogen Dioxide,2026-02-12T15:00:00-07:00,WCAS
3.3,Wagner2,Wind Speed,2026-02-12T14:00:00-07:00,WCAS
0.006,Wagner2,Total Oxides of Nitrogen,2026-02-12T14:00:00-07:00,WCAS
0.0,Wagner2,Sulphur Dioxide,2026-02-12T14:00:00-07:00,WCAS
93.0,Wagner2,Wind Direction,2026-02-12T14:00:00-07:00,WCAS
35.8,Wagner2,Relative Humidity,2026-02-12T14:00:00-07:00,WCAS
0.001,Wagner2,Nitric Oxide,2026-02-12T14:00:00-07:00,WCAS
0.004,Wagner2,Nitrogen Dioxide,2026-02-12T14:00:00-07:00,WCAS
6.9,Wagner2,Outdoor Temperature,2026-02-12T14:00:00-07:00,WCAS
0.0,Wagner2,Sulphur Dioxide,2026-02-12T13:00:00-07:00,WCAS
5.2,Wagner2,Outdoor Temperature,2026-02-12T13:00:00-07:00,WCAS
112.0,Wagner2,Wind Direction,2026-02-12T13:00:00-07:00,WCAS
40.0,Wagner2,Relative Humidity,2026-02-12T13:00:00-07:00,WCAS
0.003,Wagner2,Nitrogen Dioxide,2026-02-12T13:00:00-07:00,WCAS
2.0,Wagner2,Wind Speed,2026-02-12T13:00:00-07:00,WCAS
0.004,Wagner2,Total Oxides of Nitrogen,2026-02-12T13:00:00-07:00,WCAS
0.001,Wagner2,Nitric Oxide,2026-02-12T13:00:00-07:00,WCAS
0.001,Wagner2,Nitric Oxide,2026-02-12T12:00:00-07:00,WCAS
179.0,Wagner2,Wind Direction,2026-02-12T12:00:00-07:00,WCAS
46.8,Wagner2,Relative Humidity,2026-02-12T12:00:00-07:00,WCAS
0.002,Wagner2,Nitrogen Dioxide,2026-02-12T12:00:00-07:00,WCAS
0.8,Wagner2,Wind Speed,2026-02-12T12:00:00-07:00,WCAS
0.004,Wagner2,Total Oxides of Nitrogen,2026-02-12T12:00:00-07:00,WCAS
0.0,Wagner2,Sulphur Dioxide,2026-02-12T12:00:00-07:00,WCAS
1.8,Wagner2,Outdoor Temperature,2026-02-12T12:00:00-07:00,WCAS
0.001,Wagner2,Nitric Oxide,2026-02-12T11:00:00-07:00,WCAS
53.9,Wagner2,Relative Humidity,2026-02-12T11:00:00-07:00,WCAS
0.002,Wagner2,Nitrogen Dioxide,2026-02-12T11:00:00-07:00,WCAS
1.4,Wagner2,Wind Speed,2026-02-12T11:00:00-07:00,WCAS
137.0,Wagner2,Wind Direction,2026-02-12T11:00:00-07:00,WCAS
0.003,Wagner2,Total Oxides of Nitrogen,2026-02-12T11:00:00-07:00,WCAS
0.0,Wagner2,Sulphur Dioxide,2026-02-12T11:00:00-07:00,WCAS
-0.3,Wagner2,Outdoor Temperature,2026-02-12T11:00:00-07:00,WCAS
0.001,Wagner2,Nitric Oxide,2026-02-12T10:00:00-07:00,WCAS
72.0,Wagner2,Relative Humidity,2026-02-12T10:00:00-07:00,WCAS
0.4,Wagner2,Wind Speed,2026-02-12T10:00:00-07:00,WCAS
0.002,Wagner2,Total Oxides of Nitrogen,2026-02-12T10:00:00-07:00,WCAS
0.002,Wagner2,Nitrogen Dioxide,2026-02-12T10:00:00-07:00,WCAS
145.0,Wagner2,Wind Direction,2026-02-12T10:00:00-07:00,WCAS
0.0,Wagner2,Sulphur Dioxide,2026-02-12T10:00:00-07:00,WCAS
-4.6,Wagner2,Outdoor Temperature,2026-02-12T10:00:00-07:00,WCAS
0.0,Wagner2,Sulphur Dioxide,2026-02-12T09:00:00-07:00,WCAS
201.0,Wagner2,Wind Direction,2026-02-12T09:00:00-07:00,WCAS
0.002,Wagner2,Nitrogen Dioxide,2026-02-12T09:00:00-07:00,WCAS
0.7,Wagner2,Wind Speed,2026-02-12T09:00:00-07:00,WCAS
0.002,Wagner2,Total Oxides of Nitrogen,2026-02-12T09:00:00-07:00,WCAS
86.7,Wagner2,Relative Humidity,2026-02-12T09:00:00-07:00,WCAS
0.0,Wagner2,Nitric Oxide,2026-02-12T09:00:00-07:00,WCAS
-8.9,Wagner2,Outdoor Temperature,2026-02-12T09:00:00-07:00,WCAS
0.0,Wagner2,Sulphur Dioxide,2026-02-12T08:00:00-07:00,WCAS
252.0,Wagner2,Wind Direction,2026-02-12T08:00:00-07:00,WCAS
0.002,Wagner2,Total Oxides of Nitrogen,2026-02-12T08:00:00-07:00,WCAS
1.0,Wagner2,Wind Speed,2026-02-12T08:00:00-07:00,WCAS
88.1,Wagner2,Relative Humidity,2026-02-12T08:00:00-07:00,WCAS
-8.6,Wagner2,Outdoor Temperature,2026-02-12T08:00:00-07:00,WCAS
0.0,Wagner2,Nitric Oxide,2026-02-12T08:00:00-07:00,WCAS
0.002,Wagner2,Nitrogen Dioxide,2026-02-12T08:00:00-07:00,WCAS
60.0,Wagner2,Wind Direction,2026-02-12T07:00:00-07:00,WCAS
-7.4,Wagner2,Outdoor Temperature,2026-02-12T07:00:00-07:00,WCAS
0.8,Wagner2,Wind Speed,2026-02-12T07:00:00-07:00,WCAS
87.3,Wagner2,Relative Humidity,2026-02-12T07:00:00-07:00,WCAS
0.0,Wagner2,Nitric Oxide,2026-02-12T07:00:00-07:00,WCAS
0.0,Wagner2,Sulphur Dioxide,2026-02-12T07:00:00-07:00,WCAS
0.002,Wagner2,Nitrogen Dioxide,2026-02-12T07:00:00-07:00,WCAS
